SubmissionDate,starttime,endtime,duration,consent,age,gender,degree,international,closure_cam,closure_res,closure_date,location,location_perm,living,vulnerable,quarantine,experienced,dis_label,dis_healthcare,dis_internet,dis_academic,dis_social,dis_psych,change,fin_exp,fin_inc,fin_aid,fin_debt,exp_type,exp_more,exp_less,inc_more,inc_less,aid_more,aid_less,debt_more,debt_less,inst_response,anx_label,anx_nextmo,anx_summer,anx_longterm,inst_country,country,consent_l,gender_l,degree_l,international_l,closure_cam_l,closure_res_l,location_l,location_perm_l,living_l,vulnerable_l,quarantine_l,dis_healthcare_l,dis_internet_l,dis_academic_l,dis_social_l,dis_psych_l,fin_exp_l,fin_inc_l,fin_aid_l,fin_debt_l,inst_response_l,anx_nextmo_l,anx_summer_l,anx_longterm_l,inst_country_l,country_l,starttime_l,endtime_l,duration_m,duration_m_bins,KEY
2020-03-27T00:24:04.788Z,2020-03-27T00:19:57.113Z,2020-03-27T00:24:04.752Z,248,1,20,2,1,0,1,1,2020-03-20,3,0,2,0,0,4,,,,,,,,2,2,2,,,,,,,,,,,2,,,,,,,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,No,Family,No,No,N/A,N/A,N/A,N/A,N/A,No Change,No Change,No Change,,Timely,N/A,N/A,N/A,United States of America (USA),United States of America (USA),43917.01385,,4.133333333,< 05min,uuid:cb257eeb-6d19-46b5-9185-1df5192725fc
2020-03-27T00:33:39.227Z,2020-03-27T00:21:28.587Z,2020-03-27T00:33:39.192Z,731,1,30,1,3,1,1,1,2020-03-13,2,1,1,0,0,4,,2,2,2,1,2,,1,2,2,2,,,2000,,,,,,,1,,2,2,1,0,0,Yes,Woman,Doctoral,International,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Worse,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Too Fast,Worse,Worse,Much Worse,United States of America (USA),United States of America (USA),43917.01491,,12.18333333,< 20min,uuid:fa7d86b1-95e5-4fb6-8cda-7025a9354b2d
2020-03-27T00:34:02.184Z,2020-03-27T00:26:58.239Z,2020-03-27T00:34:02.156Z,424,1,23,1,2,1,1,1,2020-03-12,2,0,1,0,0,4,,2,3,2,1,1,,2,1,2,2,,,,,1000,,,,,2,,1,1,1,0,0,Yes,Woman,Masters,International,Yes,Yes,Same City,No,Roommates,No,No,Worse,Same,Worse,Much Worse,Much Worse,No Change,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.01873,,7.066666667,< 10min,uuid:39dad2f2-1508-423d-96b7-03cf68677749
2020-03-27T00:35:10.551Z,2020-03-27T00:30:39.309Z,2020-03-27T00:35:10.526Z,271,1,21,2,2,1,1,0,2020-03-20,2,1,3,0,0,4,,2,3,1,1,3,,2,2,2,2,,,,,,,,,,2,,2,2,2,0,0,Yes,Man,Masters,International,Yes,No,Same City,Yes,Alone,No,No,Worse,Same,Much Worse,Much Worse,Same,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43917.02128,,4.516666667,< 05min,uuid:54eb7b35-cd23-4036-abab-4c9c4a7f5fcd
2020-03-27T00:39:04.259Z,2020-03-27T00:35:48.781Z,2020-03-27T00:39:04.230Z,195,1,23,1,2,0,1,1,2020-03-21,2,1,2,0,0,4,,1,3,1,1,1,,1,1,2,2,,,300,,1500,,,,,1,,1,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Much Worse,Same,Much Worse,Much Worse,Much Worse,Decreased,Decreased,No Change,No Change,Too Fast,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.02486,,3.25,< 05min,uuid:02be8f31-f691-4812-81e8-3434c5303103
2020-03-27T00:41:36.419Z,2020-03-27T00:35:24.222Z,2020-03-27T00:41:36.340Z,372,1,34,1,2,0,1,1,2020-03-16,2,1,1,0,0,4,,3,3,2,1,2,,2,2,2,2,,,,,,,,,,2,,2,2,3,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Same,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43917.02458,,6.2,< 10min,uuid:76dca914-848a-49fc-b6d4-9d2b1ef20995
2020-03-27T00:42:30.498Z,2020-03-27T00:31:51.393Z,2020-03-27T00:42:30.457Z,639,1,,1,2,0,1,1,2020-03-11,2,0,1,0,0,,,0,3,3,1,2,,2,2,2,2,,,,,,,,,,2,,2,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,No,Roommates,No,No,N/A,Same,Same,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.02212,,10.65,< 20min,uuid:246cb70e-21e9-4277-b8b2-b48d3eed593c
2020-03-27T00:44:26.392Z,2020-03-27T00:30:37.701Z,2020-03-27T00:44:26.360Z,829,1,21,1,1,0,1,1,2020-03-13,2,1,3,0,0,2,,2,3,2,2,1,,3,1,2,2,1 3 4 5,1500,,,300,,,,,2,,1,1,2,33,33,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Alone,No,No,Worse,Same,Worse,Worse,Much Worse,Increased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Worse,Canada,Canada,43917.02126,,13.81666667,< 20min,uuid:018c0ac7-90e9-48dd-8f1b-28e99623afe7
2020-03-27T00:45:14.465Z,2020-03-27T00:34:54.395Z,2020-03-27T00:45:14.431Z,620,1,21,2,1,0,1,1,2020-03-20,2,1,1,0,0,4,,2,2,3,1,3,,1,2,2,2,,,200,,,,,,,3,,2,1,2,33,,Yes,Man,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Worse,Same,Much Worse,Same,Decreased,No Change,No Change,No Change,Too Slow,Worse,Much Worse,Worse,Canada,United States of America (USA),43917.02424,,10.33333333,< 20min,uuid:a0c7268e-19d6-416a-8ca8-85998db32791
2020-03-27T00:47:48.062Z,2020-03-27T00:41:30.272Z,2020-03-27T00:47:48.038Z,378,1,27,1,2,0,1,0,2020-03-10,2,0,1,0,0,4,,2,2,1,1,2,,1,1,2,2,,,250,,400,,,,,1,,2,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,No,Same City,No,Roommates,No,No,Worse,Worse,Much Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Too Fast,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.02882,,6.3,< 10min,uuid:1530e5bd-2c6c-4be9-9209-4297fa3e4adc
2020-03-27T00:54:14.682Z,2020-03-27T00:46:53.917Z,2020-03-27T00:54:14.659Z,441,1,31,2,3,1,1,1,2020-03-15,2,1,1,0,0,,,0,3,2,1,2,,2,2,2,2,,,,,,,,,,2,,2,2,3,0,0,Yes,Man,Doctoral,International,Yes,Yes,Same City,Yes,Roommates,No,No,N/A,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43917.03256,,7.35,< 10min,uuid:03fe3430-d147-4690-a27f-6ec0c666eb86
2020-03-27T00:58:11.919Z,2020-03-27T00:43:23.605Z,2020-03-27T00:58:11.893Z,888,1,28,2,2,0,1,1,2020-03-16,3,1,2,0,0,3,,1,3,2,1,2,,2,2,2,3,,,,,,,,2000,,2,,1,1,2,0,0,Yes,Man,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Much Worse,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,Increased,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.03013,,14.8,< 20min,uuid:7db568e0-1f43-4e67-99a8-631bec8aa5e9
2020-03-27T00:59:25.986Z,2020-03-27T00:57:29.698Z,2020-03-27T00:59:25.960Z,116,1,24,2,3,0,1,1,2020-03-13,2,1,1,0,0,1 4,,3,3,2,1,2,,1,2,2,2,,,,,,,,,,2,,2,1,2,0,0,Yes,Man,Doctoral,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Same,Same,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.03992,,1.933333333,< 05min,uuid:2282053c-ee14-4708-a49c-fdb8f2c7b178
2020-03-27T01:02:56.152Z,2020-03-27T00:57:51.279Z,2020-03-27T01:02:56.108Z,305,1,,1,2,0,1,1,2020-03-26,2,1,3,0,0,,,0,3,2,1,2,,2,2,2,2,,,,,,,,,,2,,2,2,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Alone,No,No,N/A,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43917.04017,,5.083333333,< 10min,uuid:6a220f55-c309-4647-9eff-5e379e3940ce
2020-03-27T01:06:45.392Z,2020-03-27T01:00:37.697Z,2020-03-27T01:06:45.361Z,368,1,29,1,2,0,1,1,2020-03-15,3,1,2,1,0,3,,2,2,2,2,2,,2,1,2,2,,,,,600,,,,,2,,2,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Worse,Worse,Worse,Worse,Worse,No Change,Decreased,No Change,No Change,Timely,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.04209,,6.133333333,< 10min,uuid:e15970ae-a0ee-4124-9e85-e6f1cb7284f1
2020-03-27T01:07:37.617Z,2020-03-27T00:57:25.586Z,2020-03-27T01:07:37.588Z,612,1,,1,2,0,1,1,2020-03-16,2,1,1,0,0,4,,2,3,2,1,1,,2,1,2,2,,,,,2000,,,,,1,,2,2,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Same,Worse,Much Worse,Much Worse,No Change,Decreased,No Change,No Change,Too Fast,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43917.03987,,10.2,< 20min,uuid:542b9a30-83ce-4bf5-90ae-e2d28392e3c8
2020-03-27T01:09:39.826Z,2020-03-27T01:03:19.094Z,2020-03-27T01:09:39.791Z,381,1,28,1,2,0,1,1,2020-03-29,3,1,2,1,1,,,1,3,2,1,2,,1,1,2,2,,,200,,600,,,,,2,,1,1,3,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,Yes,Yes,Much Worse,Same,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Same,United States of America (USA),United States of America (USA),43917.04397,,6.35,< 10min,uuid:f75f15fb-9efa-4a75-9c19-ab5842133c4b
2020-03-27T01:10:06.375Z,2020-03-27T00:57:39.549Z,2020-03-27T01:10:06.343Z,747,1,26,1,2,0,1,1,2020-03-11,2,1,2,0,0,4,,2,3,2,1,1,,1,2,2,2,,,750,,,,,,,2,,1,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Worse,Same,Worse,Much Worse,Much Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.04003,,12.45,< 20min,uuid:b4c00415-bbe1-42b0-bdd1-86c03f71a5be
2020-03-27T01:12:10.765Z,2020-03-27T01:02:45.309Z,2020-03-27T01:12:10.739Z,565,1,27,1,2,0,1,1,2020-03-16,2,1,1,0,0,2 4,,0,3,1,1,1,,3,2,2,2,5,,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,N/A,Same,Much Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.04358,,9.416666667,< 10min,uuid:7405448c-89cb-4a48-b187-f317cb3cbe95
2020-03-27T01:15:38.644Z,2020-03-27T01:12:07.497Z,2020-03-27T01:15:38.618Z,211,1,,1,2,0,1,1,2020-03-16,3,1,2,0,0,3 4,,0,3,1,2,1,,2,2,2,2,,,,,,,,,,2,,0,0,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,N/A,Same,Much Worse,Worse,Much Worse,No Change,No Change,No Change,No Change,Timely,N/A,N/A,Worse,United States of America (USA),United States of America (USA),43917.05008,,3.516666667,< 05min,uuid:1fa2b158-6470-46f7-b479-f13b25445517
2020-03-27T01:19:20.791Z,2020-03-26T21:02:41.314Z,2020-03-27T01:19:20.762Z,15399,1,20,1,1,1,1,1,2020-03-20,2,0,1,0,0,1 3,,3,3,1,1,2,,2,2,2,2,,,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Undergraduate,International,Yes,Yes,Same City,No,Roommates,No,No,Same,Same,Much Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43916.87686,,256.65,>= 30min,uuid:ed13ca58-c602-4801-97e8-836071ca3008
2020-03-27T01:24:10.783Z,2020-03-27T01:16:56.941Z,2020-03-27T01:24:10.758Z,434,1,25,1,2,0,1,1,2020-03-11,3,1,2,0,0,,,3,3,3,3,3,,1,2,2,2,,,2000,,,,,,,2,,2,2,3,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Same,Same,Same,Decreased,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43917.05343,,7.233333333,< 10min,uuid:c054258d-eee3-4717-8838-188500193cd8
2020-03-27T01:25:55.842Z,2020-03-27T01:01:52.058Z,2020-03-27T01:25:55.813Z,1444,1,31,1,2,0,1,1,2020-03-11,2,1,2,0,0,4,,2,3,3,1,2,,2,2,2,2,,,,,,,,,,2,,2,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Worse,Same,Same,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.04296,,24.06666667,< 30min,uuid:28f1aac9-ca73-42e2-91be-c2e1a39c9011
2020-03-27T02:03:27.158Z,2020-03-27T01:30:54.485Z,2020-03-27T02:03:27.125Z,1953,1,25,1,2,1,1,1,2020-03-13,2,0,1,0,0,,,3,3,2,1,2,,2,1,3,2,,,,,1000,2500,,,,,,,,,,,Yes,Woman,Masters,International,Yes,Yes,Same City,No,Roommates,No,No,Same,Same,Worse,Much Worse,Worse,No Change,Decreased,Increased,No Change,,N/A,N/A,N/A,United States of America (USA),United States of America (USA),43917.06313,,32.55,>= 30min,uuid:af556b90-ed50-47db-9d4c-8e223ef24033
2020-03-27T02:08:53.413Z,2020-03-27T01:57:03.541Z,2020-03-27T02:08:53.387Z,710,1,25,1,2,1,1,1,2020-03-17,2,0,1,0,0,2 3 2004,,1,0,1,1,1,,2,1,1,2,,,,,3000,,6000,,,2,,1,1,1,0,0,Yes,Woman,Masters,International,Yes,Yes,Same City,No,Roommates,No,No,Much Worse,N/A,Much Worse,Much Worse,Much Worse,No Change,Decreased,Decreased,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.08128,,11.83333333,< 20min,uuid:2cf0b5d2-d0f6-4cc6-a327-4549bb322f47
2020-03-27T02:25:21.519Z,2020-03-27T00:30:25.421Z,2020-03-27T02:25:21.476Z,6896,1,28,1,2,1,1,1,2020-03-16,4,1,2,1,0,4,,4,3,2,2,2,,1,2,2,2,,,400,,,,,,,2,,1,1,3,0,,Yes,Woman,Masters,International,Yes,Yes,Different Country,Yes,Family,Yes,No,Better,Same,Worse,Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Same,United States of America (USA),United States of America (USA),43917.02112,,114.9333333,>= 30min,uuid:381675be-3dfc-480c-ac44-894026bd199b
2020-03-27T03:10:54.613Z,2020-03-27T03:01:50.338Z,2020-03-27T03:10:54.558Z,544,1,27,1,2,0,1,1,2020-03-11,3,1,1,0,0,3,,2,3,2,3,3,,2,1,2,2,,,,,3600,,,,,2,,3,1,0,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Roommates,No,No,Worse,Same,Worse,Same,Same,No Change,Decreased,No Change,No Change,Timely,Same,Much Worse,N/A,United States of America (USA),United States of America (USA),43917.12627,,9.066666667,< 10min,uuid:c4150add-5a95-487c-872f-ba28ef192d2d
2020-03-27T03:35:06.221Z,2020-03-27T03:28:57.097Z,2020-03-27T03:35:06.197Z,369,1,29,1,3,0,1,1,2020-03-16,2,1,2,0,0,,,,,,,,,1,2,2,2,,,400,,,,,,,2,,1,1,1,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,Yes,Family,No,No,N/A,N/A,N/A,N/A,N/A,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.1451,,6.15,< 10min,uuid:e0b29888-73c0-4163-9b2e-714d039de34f
2020-03-27T04:15:25.887Z,2020-03-27T04:06:26.445Z,2020-03-27T04:15:25.857Z,539,1,24,1,2,0,1,0,2020-03-10,2,1,3,0,0,1 4,,3,3,3,2,2,,1,2,2,2,,,300,,,,,,,1,,2,2,3,0,0,Yes,Woman,Masters,Domestic,Yes,No,Same City,Yes,Alone,No,No,Same,Same,Same,Worse,Worse,Decreased,No Change,No Change,No Change,Too Fast,Worse,Worse,Same,United States of America (USA),United States of America (USA),43917.17113,,8.983333333,< 10min,uuid:bcc4b0cb-e6f3-4635-aaec-a3ec20d4c4e0
2020-03-27T04:40:05.912Z,2020-03-27T04:26:13.906Z,2020-03-27T04:40:05.885Z,832,1,31,1,3,0,1,1,2020-03-10,2,1,1,1,0,,,3,2,2,1,1,,3,2,2,2,5,1000,,,,,,,,2,,2,1,2,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,Yes,Roommates,Yes,No,Same,Worse,Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.18487,,13.86666667,< 20min,uuid:99fbc859-feea-4c55-8023-6a0aa61b5781
2020-03-27T05:00:24.747Z,2020-03-27T04:53:29.791Z,2020-03-27T05:00:24.722Z,415,1,20,1,1,0,1,1,2020-03-12,3,1,2,0,0,,,3,3,2,1,3,,2,2,2,2,,,,,,,,,,1,,3,2,2,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Much Worse,Same,No Change,No Change,No Change,No Change,Too Fast,Same,Worse,Worse,United States of America (USA),United States of America (USA),43917.20381,,6.916666667,< 10min,uuid:9445df73-ba60-4007-8a24-5d5aa994e7ef
2020-03-27T05:00:26.940Z,2020-03-26T20:59:22.797Z,2020-03-27T05:00:26.886Z,28864,1,35,2,3,0,1,0,2020-03-10,2,1,2,0,0,4,,3,2,2,1,2,,1,1,2,2,,,8000,,4000,,,,,2,,1,1,2,0,0,Yes,Man,Doctoral,Domestic,Yes,No,Same City,Yes,Family,No,No,Same,Worse,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43916.87456,,481.0666667,>= 30min,uuid:a091e13d-f90c-47d3-bb5d-6c6f9abfd36b
2020-03-27T05:06:33.833Z,2020-03-27T04:55:08.847Z,2020-03-27T05:06:33.787Z,685,1,,2,2,0,1,1,2020-03-11,3,1,2,0,0,,,0,3,1,1,2,,2,2,2,2,,,,,,,,,,2,,1,1,2,0,0,Yes,Man,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,N/A,Same,Much Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.20495,,11.41666667,< 20min,uuid:cc4d0045-a730-462f-866c-b342c41d77ca
2020-03-27T05:36:10.552Z,2020-03-27T05:31:29.937Z,2020-03-27T05:36:10.497Z,281,1,21,1,5,0,1,1,2020-03-20,3,1,2,1,0,3,,3,3,1,1,2,,1,2,2,2,,,,,,,,,,2,,1,0,0,,83,Yes,Woman,Other,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Same,Same,Much Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,N/A,N/A,United States of America (USA),India,43917.2302,,4.683333333,< 05min,uuid:049e949f-5a68-44b9-a2a7-221a79c0842c
2020-03-27T07:30:21.569Z,2020-03-27T07:22:17.690Z,2020-03-27T07:30:21.545Z,484,1,29,1,3,0,1,1,2020-03-15,4,1,2,0,0,,,3,3,3,1,3,,2,2,2,2,,,,,,,,,,2,,3,2,2,0,174,Yes,Woman,Doctoral,Domestic,Yes,Yes,Different Country,Yes,Family,No,No,Same,Same,Same,Much Worse,Same,No Change,No Change,No Change,No Change,Timely,Same,Worse,Worse,United States of America (USA),Switzerland,43917.30714,,8.066666667,< 10min,uuid:012fb987-88d8-437c-aa94-c81b078dd232
2020-03-27T07:48:38.410Z,2020-03-27T07:44:20.182Z,2020-03-27T07:48:38.361Z,258,1,26,1,2,0,0,1,2020-03-16,2,1,2,0,0,4,,,,,,,,,,,,,,,,,,,,,2,,,,,184,184,Yes,Woman,Masters,Domestic,No,Yes,Same City,Yes,Family,No,No,N/A,N/A,N/A,N/A,N/A,,,,,Timely,N/A,N/A,N/A,Turkey,Turkey,43917.32245,,4.3,< 05min,uuid:66d4116d-0bbb-4fc2-a7c6-ad5e3f546273
2020-03-27T08:21:20.936Z,2020-03-27T08:11:31.099Z,2020-03-27T08:21:20.902Z,590,1,20,1,3,0,0,0,,2,1,1,0,0,4,,2,3,1,1,2,,2,2,2,2,,,,,,,,,,2,,2,2,3,64,64,Yes,Woman,Doctoral,Domestic,No,No,Same City,Yes,Roommates,No,No,Worse,Same,Much Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Same,France,France,43917.34133,,9.833333333,< 10min,uuid:c5be019d-de29-48b6-9a4e-28b153f598ea
2020-03-27T09:46:24.479Z,2020-03-27T09:31:55.292Z,2020-03-27T09:46:24.453Z,869,1,22,1,2,1,1,0,2020-03-18,2,1,1,0,0,1 4,,3,3,2,1,2,,3,,,,5,150,,,,,,,,2,,3,1,1,173,173,Yes,Woman,Masters,International,Yes,No,Same City,Yes,Roommates,No,No,Same,Same,Worse,Much Worse,Worse,Increased,,,,Timely,Same,Much Worse,Much Worse,Sweden,Sweden,43917.39716,,14.48333333,< 20min,uuid:9bfbae61-98ab-424c-befc-e79f5015470b
2020-03-27T10:10:57.694Z,2020-03-27T09:46:20.667Z,2020-03-27T10:10:57.654Z,1477,1,19,1,1,0,1,1,2020-03-16,3,1,2,0,0,2,,3,3,2,3,2,,3,2,2,2,1 3 2004,,,,,,,,,1,,2,1,1,64,64,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Same,Worse,Increased,No Change,No Change,No Change,Too Fast,Worse,Much Worse,Much Worse,France,France,43917.40718,,24.61666667,< 30min,uuid:da11e82a-2bf1-481a-ac13-845f416ef5ac
2020-03-27T10:23:27.672Z,2020-03-27T09:55:45.238Z,2020-03-27T10:23:27.645Z,1662,1,19,1,1,0,0,1,2020-03-17,3,0,2,0,0,4,,2,2,2,2,1,,1,1,2,1,,,0,,0,,,,0,2,,1,1,1,64,64,Yes,Woman,Undergraduate,Domestic,No,Yes,Different City,No,Family,No,No,Worse,Worse,Worse,Worse,Much Worse,Decreased,Decreased,No Change,Decreased,Timely,Much Worse,Much Worse,Much Worse,France,France,43917.41372,,27.7,< 30min,uuid:f2b57478-e695-4943-abcb-6d90bac1db38
2020-03-27T10:30:25.424Z,2020-03-27T09:43:48.269Z,2020-03-27T10:30:25.362Z,2797,1,19,1,1,0,1,0,2020-03-16,3,0,2,0,0,3,,2,1,1,1,1,,1,2,2,1,,,1000,,,,,,300,2,,2,2,2,64,64,Yes,Woman,Undergraduate,Domestic,Yes,No,Different City,No,Family,No,No,Worse,Much Worse,Much Worse,Much Worse,Much Worse,Decreased,No Change,No Change,Decreased,Timely,Worse,Worse,Worse,France,France,43917.40542,,46.61666667,>= 30min,uuid:cd148ad6-12e7-4df3-aa65-5b25a30a8423
2020-03-27T10:39:50.526Z,2020-03-27T10:26:47.162Z,2020-03-27T10:39:50.497Z,783,1,29,1,3,0,1,1,2020-03-13,2,0,2,0,0,,,0,3,3,1,2,,1,2,2,2,,,500,,,,,,,2,,1,1,3,0,64,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,No,Family,No,No,N/A,Same,Same,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Same,United States of America (USA),France,43917.43527,,13.05,< 20min,uuid:4551cf6d-384e-4581-b019-f707ced27fa5
2020-03-27T12:25:34.153Z,2020-03-27T12:21:42.119Z,2020-03-27T12:25:34.126Z,232,1,,1,2,0,1,1,2020-03-16,3,1,2,1,0,,,3,3,2,2,2,,2,2,2,2,,,,,,,,,,2,,1,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Same,Same,Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43917.51507,,3.866666667,< 05min,uuid:73209322-5ca1-43a9-9ac7-a563ac3e5813
2020-03-27T12:29:30.655Z,2020-03-27T12:23:15.063Z,2020-03-27T12:29:30.626Z,376,1,27,1,2,0,1,1,2020-03-11,2,1,2,0,0,,,1,3,2,1,2,,2,1,2,2,,,,,1000,,,,,2,,2,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Much Worse,Same,Worse,Much Worse,Worse,No Change,Decreased,No Change,No Change,Timely,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.51615,,6.266666667,< 10min,uuid:f8ad43dc-62d2-4310-bfc3-35f44cf747f4
2020-03-27T12:29:52.844Z,2020-03-27T12:25:23.223Z,2020-03-27T12:29:52.817Z,270,1,30,1,2,0,1,1,2020-03-16,3,1,2,0,0,3 4,,1,3,1,1,1,,3,2,2,2,1 2 2003,,,,,,,,,3,,1,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Much Worse,Same,Much Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Too Slow,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.51763,,4.5,< 05min,uuid:43a63dd8-6834-457e-bf0f-c9b735dfbdd6
2020-03-27T12:30:54.187Z,2020-03-27T12:20:36.518Z,2020-03-27T12:30:54.161Z,618,1,30,1,2,0,1,1,2020-03-27,3,1,2,0,0,1,,3,3,2,1,3,,1,2,2,2,,,4000,,,,,,,3,,2,2,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Much Worse,Same,Decreased,No Change,No Change,No Change,Too Slow,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43917.51431,,10.3,< 20min,uuid:962964d8-f474-495d-aa8a-3bf53eec8965
2020-03-27T12:32:24.801Z,2020-03-27T12:23:48.787Z,2020-03-27T12:32:24.774Z,516,1,35,1,3,1,1,1,2020-03-14,2,1,3,0,0,4,,1,3,2,1,1,,1,2,2,2,,,500,,,,,,,2,,1,1,1,0,0,Yes,Woman,Doctoral,International,Yes,Yes,Same City,Yes,Alone,No,No,Much Worse,Same,Worse,Much Worse,Much Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43917.51653,,8.6,< 10min,uuid:ea6273fd-fbf2-433f-852f-ce82f029f04e
