SubmissionDate,starttime,endtime,duration,consent,age,gender,degree,international,closure_cam,closure_res,closure_date,location,location_perm,living,vulnerable,quarantine,experienced,dis_label,dis_healthcare,dis_internet,dis_academic,dis_social,dis_psych,change,fin_exp,fin_inc,fin_aid,fin_debt,exp_type,exp_more,exp_less,inc_more,inc_less,aid_more,aid_less,debt_more,debt_less,inst_response,anx_label,anx_nextmo,anx_summer,anx_longterm,inst_country,country,consent_l,gender_l,degree_l,international_l,closure_cam_l,closure_res_l,location_l,location_perm_l,living_l,vulnerable_l,quarantine_l,dis_healthcare_l,dis_internet_l,dis_academic_l,dis_social_l,dis_psych_l,fin_exp_l,fin_inc_l,fin_aid_l,fin_debt_l,inst_response_l,anx_nextmo_l,anx_summer_l,anx_longterm_l,inst_country_l,country_l,starttime_l,endtime_l,duration_m,duration_m_bins,KEY
2020-03-30T22:48:46.446Z,2020-03-30T22:46:23.757Z,2020-03-30T22:48:46.398Z,143,1,21,1,2,1,1,0,2020-03-10,1,0,3,0,0,,,0,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,Yes,Woman,Masters,International,Yes,No,On Campus,No,Alone,No,No,N/A,N/A,N/A,N/A,N/A,,,,,Timely,N/A,N/A,N/A,United States of America (USA),United States of America (USA),43920.94888,,2.383333333,< 05min,uuid:8742435f-3b9b-4f8f-9e4e-2eca29f98c80
2020-03-30T22:51:09.814Z,2020-03-30T22:43:24.522Z,2020-03-30T22:51:09.767Z,465,1,,2,1,0,1,1,2020-02-23,3,1,2,0,0,2 4,,2,3,1,1,2,,3,1,1,2,1 3,300,,,300,,300,,,2,,1,3,2,0,0,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Much Worse,Much Worse,Worse,Increased,Decreased,Decreased,No Change,Timely,Much Worse,Same,Worse,United States of America (USA),United States of America (USA),43920.94681,,7.75,< 10min,uuid:fea1e270-2b05-42b5-9c1d-935b32662682
2020-03-30T23:03:15.512Z,2020-03-30T23:00:23.166Z,2020-03-30T23:03:15.485Z,172,1,28,1,2,0,1,0,2020-03-30,2,1,1,0,0,4,,0,2,2,2,4,,2,2,2,2,,,,,,,,,,2,,3,2,3,0,0,Yes,Woman,Masters,Domestic,Yes,No,Same City,Yes,Roommates,No,No,N/A,Worse,Worse,Worse,Better,No Change,No Change,No Change,No Change,Timely,Same,Worse,Same,United States of America (USA),United States of America (USA),43920.9586,,2.866666667,< 05min,uuid:ae2cc959-132f-48d8-8337-d78b3469276c
2020-03-30T23:12:54.431Z,2020-03-30T23:07:14.063Z,2020-03-30T23:12:54.408Z,340,1,32,1,3,0,1,1,2020-03-20,1,1,2,0,0,,,2,3,2,2,2,,1,2,2,2,,,300,,,,,,,2,,2,2,1,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,On Campus,Yes,Family,No,No,Worse,Same,Worse,Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Worse,Much Worse,United States of America (USA),United States of America (USA),43920.96336,,5.666666667,< 10min,uuid:e7a9cd04-662f-40d1-8470-9bebaeba910c
2020-03-30T23:37:31.289Z,2020-03-30T23:32:50.828Z,2020-03-30T23:37:31.260Z,280,1,26,2,2,0,1,1,2020-03-15,2,1,1,0,0,,,3,3,3,1,2,,2,1,2,2,,,,,1000,,,,,2,,2,1,3,0,0,Yes,Man,Masters,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Same,Same,Same,Much Worse,Worse,No Change,Decreased,No Change,No Change,Timely,Worse,Much Worse,Same,United States of America (USA),United States of America (USA),43920.98113,,4.666666667,< 05min,uuid:26584a53-b3f3-4336-abfa-8f728864db06
2020-03-30T23:59:45.350Z,2020-03-30T23:48:35.505Z,2020-03-30T23:59:45.317Z,670,1,27,2,3,1,1,1,2020-03-15,2,0,1,0,0,4,,3,3,2,2,2,,2,2,2,2,,,,,,,,,,2,,2,2,2,0,0,Yes,Man,Doctoral,International,Yes,Yes,Same City,No,Roommates,No,No,Same,Same,Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43920.99207,,11.16666667,< 20min,uuid:c8c35cb4-cc4a-4c7f-99da-daf766cca748
2020-03-31T00:50:25.615Z,2020-03-31T00:42:37.008Z,2020-03-31T00:50:25.567Z,469,1,30,1,2,0,1,1,2020-03-14,2,1,3,0,0,4,,2,3,1,1,2,,1,2,2,2,,,1000,,,,,,,2,,1,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Alone,No,No,Worse,Same,Much Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43921.02959,,7.816666667,< 10min,uuid:8b9160cd-b67a-44c3-b8c4-e75a926fcced
2020-03-31T01:09:50.420Z,2020-03-31T01:07:04.691Z,2020-03-31T01:09:50.386Z,166,1,,2,1,1,1,1,2020-03-13,4,1,2,0,0,3 4,,4,1,2,1,2,,1,2,2,2,,,2000,,,,,,,2,,2,1,3,0,64,Yes,Man,Undergraduate,International,Yes,Yes,Different Country,Yes,Family,No,No,Better,Much Worse,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Much Worse,Same,United States of America (USA),France,43921.04657,,2.766666667,< 05min,uuid:3d5339e5-7c1d-4d5a-82fe-1e7c1f6b2701
2020-03-31T01:22:23.936Z,2020-03-31T01:14:56.198Z,2020-03-31T01:22:23.912Z,448,1,18,2,1,0,1,1,2020-03-23,3,1,2,0,0,3,,3,2,1,2,3,,3,1,2,2,,,,,,,,,,2,,2,3,3,0,0,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Worse,Much Worse,Worse,Same,Increased,Decreased,No Change,No Change,Timely,Worse,Same,Same,United States of America (USA),United States of America (USA),43921.05204,,7.466666667,< 10min,uuid:fecd2935-fc5c-4055-ab55-48ad96442c00
2020-03-31T01:46:04.646Z,2020-03-31T01:42:41.407Z,2020-03-31T01:46:04.618Z,203,1,33,2,2,0,1,1,2020-03-06,2,1,3,0,0,,,0,3,2,1,2,,1,2,2,2,,,3000,,,,,,,2,,2,2,3,0,0,Yes,Man,Masters,Domestic,Yes,Yes,Same City,Yes,Alone,No,No,N/A,Same,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43921.07131,,3.383333333,< 05min,uuid:d603ef14-c5c0-439e-9652-9be28aeea820
2020-03-31T01:50:33.210Z,2020-03-31T01:46:38.957Z,2020-03-31T01:50:33.183Z,234,1,26,1,2,1,1,1,2020-03-09,4,1,2,0,0,3 4,,3,3,2,1,1,,1,2,2,2,,,8000,,,,,,,2,,1,1,2,0,33,Yes,Woman,Masters,International,Yes,Yes,Different Country,Yes,Family,No,No,Same,Same,Worse,Much Worse,Much Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),Canada,43921.07405,,3.9,< 05min,uuid:337934e4-1636-4643-86ad-4c7ffe521e8e
2020-03-31T02:19:45.778Z,2020-03-31T02:15:56.341Z,2020-03-31T02:19:45.748Z,229,1,32,1,2,1,1,1,2020-03-14,2,1,2,0,0,2 3 2004,,3,3,2,2,1,,3,1,2,3,2 3,,,,,,,,,2,,4,1,3,0,0,Yes,Woman,Masters,International,Yes,Yes,Same City,Yes,Family,No,No,Same,Same,Worse,Worse,Much Worse,Increased,Decreased,No Change,Increased,Timely,Better,Much Worse,Same,United States of America (USA),United States of America (USA),43921.0944,,3.816666667,< 05min,uuid:f4c32b6e-513e-4c1d-80ee-d3ac0de419e0
2020-03-31T04:13:42.912Z,2020-03-31T04:08:09.616Z,2020-03-31T04:13:42.890Z,333,1,26,2,2,0,1,1,2020-03-18,3,0,2,1,0,4,,4,3,4,4,0,,2,2,2,2,,,,,,,,,,2,,0,0,3,,,Yes,Man,Masters,Domestic,Yes,Yes,Different City,No,Family,Yes,No,Better,Same,Better,Better,N/A,No Change,No Change,No Change,No Change,Timely,N/A,N/A,Same,United States of America (USA),United States of America (USA),43921.17233,,5.55,< 10min,uuid:ba4d0627-cd37-45d7-999d-81678a7cb6c5
2020-03-31T04:19:23.647Z,2020-03-31T04:15:39.646Z,2020-03-31T04:19:23.595Z,224,1,25,2,2,0,1,1,2020-03-23,2,0,2,0,0,4,,4,3,3,3,0,,2,2,2,2,,,,,,,,,,2,,3,3,3,83,83,Yes,Man,Masters,Domestic,Yes,Yes,Same City,No,Family,No,No,Better,Same,Same,Same,N/A,No Change,No Change,No Change,No Change,Timely,Same,Same,Same,India,India,43921.17753,,3.733333333,< 05min,uuid:17dbb3ab-56c3-4a32-8c1f-b91b65059d2c
2020-03-31T05:09:00.452Z,2020-03-31T05:02:42.501Z,2020-03-31T05:09:00.424Z,378,1,20,2,1,1,1,1,2020-03-18,4,1,2,0,1,3 4,,3,3,1,2,2,,2,2,2,2,,,,,,,,,,2,,1,1,2,0,178,Yes,Man,Undergraduate,International,Yes,Yes,Different Country,Yes,Family,No,Yes,Same,Same,Much Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),Thailand,43921.21021,,6.3,< 10min,uuid:af248bec-9997-4235-87fb-db94184f56ad
2020-03-31T05:58:43.327Z,2020-03-31T05:45:49.366Z,2020-03-31T05:58:43.283Z,774,1,21,1,1,0,1,0,2020-03-21,2,1,2,1,0,3 4,,0,0,1,1,1,,2,1,1,2,,,,,,,,,,1,,0,0,1,83,83,Yes,Woman,Undergraduate,Domestic,Yes,No,Same City,Yes,Family,Yes,No,N/A,N/A,Much Worse,Much Worse,Much Worse,No Change,Decreased,Decreased,No Change,Too Fast,N/A,N/A,Much Worse,India,India,43921.24015,,12.9,< 20min,uuid:da077279-ff16-4143-a38b-4582eea54b4d
2020-03-31T06:03:01.114Z,2020-03-31T05:48:02.336Z,2020-03-31T06:03:01.088Z,899,1,19,1,1,0,1,1,2020-03-19,3,1,2,0,0,3 4,,0,3,2,1,2,,1,1,2,2,,,300,,1500,,,,,2,,1,2,3,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,N/A,Same,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Worse,Same,United States of America (USA),United States of America (USA),43921.24169,,14.98333333,< 20min,uuid:ed776a02-45ee-4db1-ac61-949e02bc4590
2020-03-31T06:14:11.384Z,2020-03-31T05:42:05.224Z,2020-03-31T06:14:11.357Z,1926,1,22,2,1,0,0,0,,1,0,1,0,0,4,,3,3,2,1,1,,2,1,1,3,,,,,,,,,,3,,1,1,3,83,83,Yes,Man,Undergraduate,Domestic,No,No,On Campus,No,Roommates,No,No,Same,Same,Worse,Much Worse,Much Worse,No Change,Decreased,Decreased,Increased,Too Slow,Much Worse,Much Worse,Same,India,India,43921.23756,,32.1,>= 30min,uuid:b30065fe-5267-4bea-a90e-404a8c70743f
2020-03-31T06:14:44.064Z,2020-03-31T06:07:19.050Z,2020-03-31T06:14:44.003Z,445,1,33,1,3,1,1,1,2020-03-02,4,0,2,0,0,2 3 2004,,1,1,1,2,1,,3,1,2,2,1 2 3 4,4000,,,1000,,,,,2,,1,1,2,0,39,Yes,Woman,Doctoral,International,Yes,Yes,Different Country,No,Family,No,No,Much Worse,Much Worse,Much Worse,Worse,Much Worse,Increased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),China,43921.25508,,7.416666667,< 10min,uuid:4ef2e2d2-af4a-4158-8483-5d980147bb48
2020-03-31T06:27:21.370Z,2020-03-31T06:12:29.657Z,2020-03-31T06:27:21.328Z,892,1,21,1,1,0,,,,3,,2,0,0,,,3,3,3,,3,,1,1,,,,,,,,,,,,,,,,,83,,Yes,Woman,Undergraduate,Domestic,No,No,Different City,No,Family,No,No,Same,Same,Same,N/A,Same,Decreased,Decreased,,,,N/A,N/A,N/A,India,United States of America (USA),43921.25867,,14.86666667,< 20min,uuid:7309ba2d-d620-49cf-974a-dc30d5e51650
2020-03-31T08:43:26.034Z,2020-03-31T08:36:41.623Z,2020-03-31T08:43:25.995Z,404,1,20,1,1,1,1,1,2020-03-22,2,0,3,0,0,1 2 3 4,,0,1,1,1,1,,3,1,2,3,1 2 3 4,,,,,,,,,1,,1,1,1,0,0,Yes,Woman,Undergraduate,International,Yes,Yes,Same City,No,Alone,No,No,N/A,Much Worse,Much Worse,Much Worse,Much Worse,Increased,Decreased,No Change,Increased,Too Fast,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43921.35881,,6.733333333,< 10min,uuid:2a654943-5504-4e74-8c4e-a5615c6bc37e
2020-03-31T10:29:46.508Z,2020-03-31T10:03:23.743Z,2020-03-31T10:29:46.427Z,1583,1,21,1,1,1,1,0,2020-03-16,4,1,1,0,0,3 4,,0,3,2,2,1,,3,2,2,2,2 3 2005,1882,,,,,,,,2,,1,1,0,174,,Yes,Woman,Undergraduate,International,Yes,No,Different Country,Yes,Roommates,No,No,N/A,Same,Worse,Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,N/A,Switzerland,United States of America (USA),43921.41902,,26.38333333,< 30min,uuid:c970ec48-b98b-4acd-83b6-10379c37735b
2020-03-31T10:40:58.685Z,2020-03-31T10:08:44.472Z,2020-03-31T10:40:58.657Z,1934,1,20,1,1,1,1,0,2020-03-13,2,1,3,0,0,1 4,,3,3,2,1,2,,2,2,3,2,,,,,,200,,,,1,,1,1,1,174,174,Yes,Woman,Undergraduate,International,Yes,No,Same City,Yes,Alone,No,No,Same,Same,Worse,Much Worse,Worse,No Change,No Change,Increased,No Change,Too Fast,Much Worse,Much Worse,Much Worse,Switzerland,Switzerland,43921.42273,,32.23333333,>= 30min,uuid:4fb7e58a-c270-4def-9944-5278925b7f59
2020-03-31T10:45:03.078Z,2020-03-31T10:11:00.262Z,2020-03-31T10:45:03.045Z,2043,1,25,1,2,1,1,0,2020-03-13,2,1,1,0,0,,,2,3,2,1,3,,1,1,2,2,,,2600,,2200,,,,,2,,2,1,2,179,179,Yes,Woman,Masters,International,Yes,No,Same City,Yes,Roommates,No,No,Worse,Same,Worse,Much Worse,Same,Decreased,Decreased,No Change,No Change,Timely,Worse,Much Worse,Worse,Netherlands,Netherlands,43921.42431,,34.05,>= 30min,uuid:05c3686b-accf-4b1b-8701-e9724cbb99f5
2020-03-31T11:14:41.268Z,2020-03-31T11:05:31.561Z,2020-03-31T11:14:41.243Z,550,1,32,1,3,1,1,1,2020-02-10,3,1,2,0,0,4,,0,0,0,1,1,,2,1,2,2,,,,,,,,,,2,,0,2,2,,,Yes,Woman,Doctoral,International,Yes,Yes,Different City,Yes,Family,No,No,N/A,N/A,N/A,Much Worse,Much Worse,No Change,Decreased,No Change,No Change,Timely,N/A,Worse,Worse,United States of America (USA),United States of America (USA),43921.46216,,9.166666667,< 10min,uuid:2f495f4c-9abd-4adb-bcfb-32aaed3ecc8a
2020-03-31T11:44:25.728Z,2020-03-31T11:34:52.265Z,2020-03-31T11:44:25.700Z,573,1,,1,3,1,1,1,2020-03-16,1,1,3,0,0,4,,3,3,3,1,2,,3,2,2,,1 2 2003,4166,,,,,,,,2,,1,1,1,49,49,Yes,Woman,Doctoral,International,Yes,Yes,On Campus,Yes,Alone,No,No,Same,Same,Same,Much Worse,Worse,Increased,No Change,No Change,,Timely,Much Worse,Much Worse,Much Worse,Czech Republic,Czech Republic,43921.48255,,9.55,< 10min,uuid:13654c00-f16e-45fc-b2ef-daccd323ef48
2020-03-31T12:04:44.590Z,2020-03-31T11:58:32.262Z,2020-03-31T12:04:44.552Z,372,1,24,2,5,0,1,1,2020-03-10,2,1,2,0,0,,,3,4,3,2,3,,1,2,2,2,,,,,,,,,,2,,3,2,3,,,Yes,Man,Other,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Same,Better,Same,Worse,Same,Decreased,No Change,No Change,No Change,Timely,Same,Worse,Same,United States of America (USA),United States of America (USA),43921.49898,,6.2,< 10min,uuid:b67c1c14-57da-445d-b050-4048b0e184fe
2020-03-31T13:01:13.079Z,2020-03-31T12:56:34.732Z,2020-03-31T13:01:13.057Z,278,1,,2,2,0,1,1,2020-03-16,2,0,3,0,0,4,,3,3,2,1,3,,2,2,2,2,,,,,,,,,,2,,2,2,3,0,0,Yes,Man,Masters,Domestic,Yes,Yes,Same City,No,Alone,No,No,Same,Same,Worse,Much Worse,Same,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43921.53928,,4.633333333,< 05min,uuid:d6e1f015-0d21-41ce-9b0c-aa50d53d2b11
2020-03-31T13:01:23.296Z,2020-03-31T12:46:34.184Z,2020-03-31T13:01:23.265Z,889,1,20,2,1,0,1,1,2020-03-13,2,1,2,0,0,3,,4,3,1,1,2,,2,1,1,3,,,,,,,,,,2,,5,4,4,138,138,Yes,Man,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Better,Same,Much Worse,Much Worse,Worse,No Change,Decreased,Decreased,Increased,Timely,Much Better,Better,Better,Pakistan,Pakistan,43921.53234,,14.81666667,< 20min,uuid:abd36ddc-c115-4131-a75a-0aecefee33b0
2020-03-31T13:28:14.276Z,2020-03-31T13:15:44.945Z,2020-03-31T13:28:14.250Z,749,1,32,1,3,0,1,1,2020-03-16,2,1,1,0,0,3 4,,2,3,1,1,1,,3,1,2,2,1 5,500,,,1000,,,,,2,,1,1,2,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Same,Much Worse,Much Worse,Much Worse,Increased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43921.55259,,12.48333333,< 20min,uuid:c6cb75fc-2499-4e04-86a4-cc6413a33e72
2020-03-31T13:46:33.275Z,2020-03-31T13:32:18.841Z,2020-03-31T13:46:33.245Z,854,1,,1,3,1,1,0,2020-03-20,4,1,2,1,0,3,,2,3,1,1,2,,1,2,2,2,,,1000,,,,,,,3,,2,1,3,174,69,Yes,Woman,Doctoral,International,Yes,No,Different Country,Yes,Family,Yes,No,Worse,Same,Much Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Too Slow,Worse,Much Worse,Same,Switzerland,Germany,43921.5641,,14.23333333,< 20min,uuid:d72f5ba0-16e5-48d5-9361-734e9930a116
2020-03-31T13:57:14.424Z,2020-03-31T12:16:34.351Z,2020-03-31T13:57:14.401Z,6040,1,26,1,3,0,1,0,2020-01-31,3,1,2,0,0,3,,3,3,3,3,3,,1,2,2,2,,,700,,,,,,,2,,3,2,2,39,39,Yes,Woman,Doctoral,Domestic,Yes,No,Different City,Yes,Family,No,No,Same,Same,Same,Same,Same,Decreased,No Change,No Change,No Change,Timely,Same,Worse,Worse,China,China,43921.5115,,100.6666667,>= 30min,uuid:d277c103-a8b4-443f-81f1-b17478227f31
2020-03-31T14:11:27.626Z,2020-03-31T13:57:37.356Z,2020-03-31T14:11:27.601Z,830,1,22,1,1,0,1,0,2020-03-11,3,1,2,1,0,3 4,,4,3,1,1,1,,3,2,2,2,1 2 3 4,5000,,,,,,,,2,,1,1,2,0,0,Yes,Woman,Undergraduate,Domestic,Yes,No,Different City,Yes,Family,Yes,No,Better,Same,Much Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43921.58168,,13.83333333,< 20min,uuid:ef5c2a59-a21b-4844-b457-bde74492fe42
2020-03-31T14:19:55.369Z,2020-03-31T14:14:43.396Z,2020-03-31T14:19:55.331Z,312,1,26,2,3,0,1,0,2020-03-23,1,1,1,0,0,1 4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Man,Doctoral,Domestic,Yes,No,On Campus,Yes,Roommates,No,No,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,N/A,N/A,United States of America (USA),United States of America (USA),43921.59355,,5.2,< 10min,uuid:80a6e902-a832-447f-ba8a-da4f4d1b211b
2020-03-31T14:20:22.881Z,2020-03-31T13:52:02.575Z,2020-03-31T14:20:22.852Z,1700,1,20,1,1,0,1,0,2020-03-29,3,0,2,0,0,3 4,,3,2,2,1,1,,2,1,2,2,,,,,300,,,,,3,,2,2,2,0,0,Yes,Woman,Undergraduate,Domestic,Yes,No,Different City,No,Family,No,No,Same,Worse,Worse,Much Worse,Much Worse,No Change,Decreased,No Change,No Change,Too Slow,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43921.5778,,28.33333333,< 30min,uuid:baf8e7f2-7f73-4216-b228-d5816f9bebc5
2020-03-31T14:51:45.142Z,2020-03-31T14:45:34.879Z,2020-03-31T14:51:45.037Z,370,1,19,1,1,1,1,1,2020-03-16,2,1,3,0,0,4,,3,5,1,1,2,,1,2,2,2,,,800,,,,,,,2,,1,1,1,174,174,Yes,Woman,Undergraduate,International,Yes,Yes,Same City,Yes,Alone,No,No,Same,Much Better,Much Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,Switzerland,Switzerland,43921.61498,,6.166666667,< 10min,uuid:c918c69d-01f1-425c-8b14-071f885dd8af
2020-03-31T15:32:38.869Z,2020-03-31T15:23:30.553Z,2020-03-31T15:32:38.832Z,548,1,22,1,1,0,1,1,2020-03-14,2,1,1,0,0,3 4,,2,3,1,2,2,,2,2,2,3,,,,,,,,5000,,1,,2,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Same,Much Worse,Worse,Worse,No Change,No Change,No Change,Increased,Too Fast,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43921.64132,,9.133333333,< 10min,uuid:3be0e5da-87c1-4ebc-83f8-6d8581c4d1f3
2020-03-31T15:40:10.677Z,2020-03-31T15:30:00.235Z,2020-03-31T15:40:10.652Z,610,1,34,2,2,0,1,0,2020-03-13,3,1,2,0,0,,,2,2,2,1,2,,2,2,2,2,,,,,,,,,,2,,2,1,3,0,0,Yes,Man,Masters,Domestic,Yes,No,Different City,Yes,Family,No,No,Worse,Worse,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Much Worse,Same,United States of America (USA),United States of America (USA),43921.64583,,10.16666667,< 20min,uuid:b182927f-ce07-4fb1-b5e8-7806ee6fdb65
2020-03-31T15:41:51.333Z,2020-03-31T15:36:05.065Z,2020-03-31T15:41:51.308Z,346,1,19,1,1,0,1,1,2020-03-10,3,1,2,1,0,3,,3,3,2,1,2,,1,1,2,2,,,500,,3000,,,,,2,,1,2,2,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Same,Same,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Worse,Worse,United States of America (USA),United States of America (USA),43921.65006,,5.766666667,< 10min,uuid:92613203-98a4-4e11-84c1-9e08f33fcac1
2020-03-31T16:11:30.639Z,2020-03-31T16:08:39.327Z,2020-03-31T16:11:30.601Z,171,1,22,1,1,0,1,1,2020-03-22,3,1,2,0,0,3,,3,3,2,1,2,,1,2,2,2,,,,,,,,,,2,,2,2,3,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43921.67267,,2.85,< 05min,uuid:22944a8d-4009-4980-82d0-4340e82222e9
2020-03-31T16:15:16.851Z,2020-03-31T16:11:03.513Z,2020-03-31T16:15:16.814Z,253,1,27,1,3,0,0,1,2020-04-01,3,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,2,,,,,39,39,Yes,Woman,Doctoral,Domestic,No,Yes,Different City,Yes,Family,Yes,No,N/A,N/A,N/A,N/A,N/A,,,,,Timely,N/A,N/A,N/A,China,China,43921.67434,,4.216666667,< 05min,uuid:63b5aa67-3bf7-45df-b954-63694d478fc5
2020-03-31T16:41:20.294Z,2020-03-31T16:35:49.039Z,2020-03-31T16:41:20.244Z,331,1,20,1,1,0,1,1,2020-03-11,3,1,2,0,0,3 4,,2,2,2,1,3,,3,1,2,2,2 4,,,,,,,,,3,,2,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Worse,Worse,Much Worse,Same,Increased,Decreased,No Change,No Change,Too Slow,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43921.69154,,5.516666667,< 10min,uuid:cb862d5f-6242-469b-af55-768a9ace7274
2020-03-31T16:49:43.010Z,2020-03-31T16:42:23.596Z,2020-03-31T16:49:42.967Z,439,1,,1,2,1,1,1,2020-03-16,2,1,2,0,0,4,,1,3,2,1,2,,2,2,2,2,,,,,,,,,,2,,1,1,2,0,0,Yes,Woman,Masters,International,Yes,Yes,Same City,Yes,Family,No,No,Much Worse,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43921.6961,,7.316666667,< 10min,uuid:330bfd7c-3275-43c4-b9df-43b1e2950bf6
2020-03-31T17:12:43.928Z,2020-03-31T15:56:43.830Z,2020-03-31T17:12:43.884Z,4560,1,21,1,1,0,1,1,2020-03-22,2,1,1,0,0,,,2,3,3,2,2,,2,2,2,2,,,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Same,Same,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43921.66439,,76,>= 30min,uuid:b00443f7-94c7-4f00-9bc5-552832cf3101
2020-03-31T17:23:04.892Z,2020-03-31T17:17:29.034Z,2020-03-31T17:23:04.868Z,336,1,26,1,2,0,1,1,2020-03-15,3,0,1,0,0,2 3 2004,,1,2,1,1,1,,3,1,2,2,1 3 4 5,1500,,,500,,,,,2,,1,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,No,Roommates,No,No,Much Worse,Worse,Much Worse,Much Worse,Much Worse,Increased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43921.72047,,5.6,< 10min,uuid:a4cb2328-5b42-4c1d-96cd-496e8342b8ea
2020-03-31T17:36:13.728Z,2020-03-31T17:28:49.411Z,2020-03-31T17:36:13.706Z,444,1,25,2,3,1,1,0,2020-03-19,4,1,2,0,0,3 4,,0,3,2,2,3,,1,2,2,2,,,200,,,,,,,3,,3,1,3,179,64,Yes,Man,Doctoral,International,Yes,No,Different Country,Yes,Family,No,No,N/A,Same,Worse,Worse,Same,Decreased,No Change,No Change,No Change,Too Slow,Same,Much Worse,Same,Netherlands,France,43921.72834,,7.4,< 10min,uuid:cbb8d982-4ed9-49ae-b7fb-404dcc2ea2d0
2020-03-31T17:46:29.758Z,2020-03-31T17:42:35.706Z,2020-03-31T17:46:29.723Z,234,1,,2,1,0,1,1,2020-03-22,3,1,2,0,0,1 3 2004,,2,2,1,1,2,,2,1,2,3,,,,,5000,,,5000,,2,,1,1,2,,,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Worse,Much Worse,Much Worse,Worse,No Change,Decreased,No Change,Increased,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43921.73791,,3.9,< 05min,uuid:27f0a82e-2105-4d73-afc5-95391ccda338
